feature_id,DeploymentID,timestamp_gmt,latitude,longitude,sats_used,residual,timestamp_gmt,
82178,2014CA-MK10-05803,1407681840,33.9988,-118.9647,9,8.4,,
82179,2014CA-MK10-05803,1407682440,33.9981,-118.9658,9,13.4,,
82180,2014CA-MK10-05803,1407682980,33.997,-118.9682,10,12.5,,
82181,2014CA-MK10-05803,1407683400,33.9936,-118.9707,10,7,,
82182,2014CA-MK10-05803,1407683820,33.993,-118.9727,11,5.2,,
82183,2014CA-MK10-05803,1407684240,33.9888,-118.9827,10,4.7,,
82184,2014CA-MK10-05803,1407685980,33.9863,-118.9986,10,11.9,,
82185,2014CA-MK10-05803,1407686460,33.9923,-118.9994,7,2.4,,
82186,2014CA-MK10-05803,1407686880,33.9914,-119.0018,9,12,,
82187,2014CA-MK10-05803,1407687360,33.9963,-118.9969,11,10.6,,
82188,2014CA-MK10-05803,1407687840,33.9932,-119.0029,11,19.7,,
82189,2014CA-MK10-05803,1407688260,33.9962,-119.0052,9,9.5,,
82190,2014CA-MK10-05803,1407688800,33.9985,-119.0037,10,8.5,,
82191,2014CA-MK10-05803,1407689220,33.9987,-119.0004,8,12.9,,
82192,2014CA-MK10-05803,1407689640,33.9962,-118.9955,10,14.2,,
82193,2014CA-MK10-05803,1407690060,33.9942,-118.9854,8,5.6,,
82194,2014CA-MK10-05803,1407690480,33.9947,-118.9783,6,7.1,,
82195,2014CA-MK10-05803,1407691020,33.9967,-118.9775,8,9.9,,
82196,2014CA-MK10-05803,1407691500,33.996,-118.9751,9,12.6,,
82197,2014CA-MK10-05803,1407691920,33.9925,-118.9719,5,0.7,,
82198,2014CA-MK10-05803,1407692400,33.9892,-118.9707,8,9.4,,
82199,2014CA-MK10-05803,1407692820,33.992,-118.9651,8,12,,
82200,2014CA-MK10-05803,1407693300,33.9934,-118.9609,10,10.4,,
82201,2014CA-MK10-05803,1407694560,33.9926,-118.963,7,9.4,,
82202,2014CA-MK10-05803,1407694980,33.9917,-118.9595,7,5.6,,
82203,2014CA-MK10-05803,1407695400,33.9868,-118.9616,9,8.2,,
82204,2014CA-MK10-05803,1407695820,33.9913,-118.9564,10,7.7,,
82205,2014CA-MK10-05803,1407696240,33.9942,-118.9535,6,10.5,,
82206,2014CA-MK10-05803,1407697320,33.9915,-118.9519,10,8,,
82207,2014CA-MK10-05803,1407697860,33.9907,-118.9464,9,15.6,,
82208,2014CA-MK10-05803,1407698280,33.9891,-118.9401,9,5.6,,
82209,2014CA-MK10-05803,1407698760,33.9939,-118.9417,7,16.9,,
82210,2014CA-MK10-05803,1407699300,33.9895,-118.9491,5,2.4,,
82211,2014CA-MK10-05803,1407699720,33.9914,-118.9494,8,8.8,,
82212,2014CA-MK10-05803,1407700140,33.9921,-118.9567,8,22.8,,
82213,2014CA-MK10-05803,1407700560,33.9913,-118.9598,4,0.2,,
82214,2014CA-MK10-05803,1407700980,33.9928,-118.9597,5,9.2,,
82215,2014CA-MK10-05803,1407701400,33.9922,-118.9609,7,3.9,,
82216,2014CA-MK10-05803,1407701820,33.9925,-118.9641,6,9.9,,
82217,2014CA-MK10-05803,1407702240,33.9919,-118.9658,7,21.8,,
82218,2014CA-MK10-05803,1407702660,33.9964,-118.9662,8,17.3,,
82219,2014CA-MK10-05803,1407703080,33.9925,-118.96,8,19.8,,
82220,2014CA-MK10-05803,1407703980,33.9899,-118.9664,6,11,,
82221,2014CA-MK10-05803,1407704460,33.9884,-118.9617,9,13,,
82222,2014CA-MK10-05803,1407704880,33.9897,-118.9679,6,10.1,,
82223,2014CA-MK10-05803,1407705420,33.9828,-118.9746,8,8.9,,
82224,2014CA-MK10-05803,1407705840,33.9897,-118.985,6,7.9,,
82225,2014CA-MK10-05803,1407706260,33.9926,-118.9868,8,13.3,,
82226,2014CA-MK10-05803,1407706680,33.9968,-118.9978,4,0.4,,
82227,2014CA-MK10-05803,1407707220,33.9923,-119.0092,5,2.3,,
82228,2014CA-MK10-05803,1407707640,33.9891,-119.0146,7,11.4,,
82229,2014CA-MK10-05803,1407708300,33.9894,-119.0224,5,6.1,,
82230,2014CA-MK10-05803,1407708960,33.9892,-119.0148,6,17.5,,
82231,2014CA-MK10-05803,1407709380,33.9945,-119.0139,6,7.2,,
82232,2014CA-MK10-05803,1407710520,34.0099,-118.9967,5,11.9,,
82233,2014CA-MK10-05803,1407710940,34.0089,-118.9854,5,8,,
82234,2014CA-MK10-05803,1407711540,34.0039,-118.9746,6,15.4,,
82235,2014CA-MK10-05803,1407711960,33.9976,-118.9662,6,10.8,,
82236,2014CA-MK10-05803,1407712440,33.9914,-118.9587,4,0.2,,
82237,2014CA-MK10-05803,1407713760,33.9781,-118.9418,6,12.8,,
82238,2014CA-MK10-05803,1407714240,33.9786,-118.935,6,7.1,,
82239,2014CA-MK10-05803,1407715080,33.9762,-118.9285,4,0.2,,
82240,2014CA-MK10-05803,1407715920,33.9766,-118.9061,9,7.8,,
82241,2014CA-MK10-05803,1407716340,33.9796,-118.9058,6,5.2,,
82242,2014CA-MK10-05803,1407716820,33.9782,-118.9037,6,10.6,,
82243,2014CA-MK10-05803,1407717240,33.9716,-118.899,5,17.1,,
82244,2014CA-MK10-05803,1407717660,33.966,-118.8981,5,1.1,,
82245,2014CA-MK10-05803,1407718140,33.9674,-118.888,7,1.4,,
82246,2014CA-MK10-05803,1407718620,33.9673,-118.8851,6,1.8,,
82247,2014CA-MK10-05803,1407719040,33.9729,-118.8802,7,14.8,,
82248,2014CA-MK10-05803,1407719460,33.9693,-118.8746,6,0.5,,
82249,2014CA-MK10-05803,1407719940,33.9689,-118.8721,8,11.1,,
82250,2014CA-MK10-05803,1407720360,33.9731,-118.8679,8,8.6,,
82251,2014CA-MK10-05803,1407721020,33.9846,-118.8752,5,0.4,,
82252,2014CA-MK10-05803,1407721800,33.9907,-118.8847,7,12,,
82253,2014CA-MK10-05803,1407722520,33.9945,-118.8888,6,4.9,,
82254,2014CA-MK10-05803,1407723300,33.9969,-118.8908,6,3.2,,
82255,2014CA-MK10-05803,1407723960,33.9962,-118.8969,7,1.9,,
82256,2014CA-MK10-05803,1407724500,33.9932,-118.9077,8,5.4,,
82257,2014CA-MK10-05803,1407725400,33.9898,-118.9236,8,7.6,,
82258,2014CA-MK10-05803,1407726120,33.9829,-118.9346,8,9.6,,
82259,2014CA-MK10-05803,1407726960,33.9803,-118.946,6,2.5,,
82260,2014CA-MK10-05803,1407727500,33.9809,-118.9544,9,6.6,,
82261,2014CA-MK10-05803,1407728520,33.9799,-118.9648,9,5.3,,
82262,2014CA-MK10-05803,1407729060,33.9788,-118.9686,5,7.9,,
82263,2014CA-MK10-05803,1407729660,33.9774,-118.9674,7,4.4,,
82264,2014CA-MK10-05803,1407730080,33.9775,-118.9699,6,3.8,,
82265,2014CA-MK10-05803,1407730500,33.9829,-118.9763,8,6.9,,
82266,2014CA-MK10-05803,1407730920,33.9812,-118.9797,6,1.5,,
82267,2014CA-MK10-05803,1407731340,33.9799,-118.9815,9,5.4,,
82268,2014CA-MK10-05803,1407731760,33.9774,-118.9816,6,2,,
82269,2014CA-MK10-05803,1407732180,33.9747,-118.9823,8,9.2,,
82270,2014CA-MK10-05803,1407732660,33.9717,-118.985,6,5.7,,
82271,2014CA-MK10-05803,1407733500,33.9643,-118.9877,7,2.4,,
82272,2014CA-MK10-05803,1407734340,33.9611,-118.9949,5,0.5,,
82273,2014CA-MK10-05803,1407735660,33.9679,-119.0024,7,7.3,,
82274,2014CA-MK10-05803,1407736080,33.9702,-118.9996,6,13.2,,
82275,2014CA-MK10-05803,1407737340,33.9779,-118.9982,4,1.7,,
82276,2014CA-MK10-05803,1407737940,33.9816,-119.001,7,4.5,,
82277,2014CA-MK10-05803,1407738360,33.9827,-119.0023,8,4.6,,
82278,2014CA-MK10-05803,1407738900,33.9831,-119.0054,6,8.9,,
82279,2014CA-MK10-05803,1407739860,33.9804,-119.0086,6,7.7,,
82280,2014CA-MK10-05803,1407740280,33.9798,-119.012,6,8.7,,
82281,2014CA-MK10-05803,1407740700,33.9799,-119.0186,6,5.2,,
82282,2014CA-MK10-05803,1407741120,33.9773,-119.0239,8,4.7,,
82283,2014CA-MK10-05803,1407741600,33.9781,-119.0284,6,4.5,,
82284,2014CA-MK10-05803,1407742020,33.9796,-119.0332,7,7.9,,
82285,2014CA-MK10-05803,1407742680,33.981,-119.0368,6,5.2,,
82286,2014CA-MK10-05803,1407743100,33.9826,-119.0376,7,14.4,,
82287,2014CA-MK10-05803,1407743640,33.9831,-119.0418,8,16.8,,
82288,2014CA-MK10-05803,1407744120,33.9818,-119.0451,5,6.2,,
82289,2014CA-MK10-05803,1407744540,33.9814,-119.0469,8,13.3,,
82290,2014CA-MK10-05803,1407745080,33.9818,-119.0498,7,10.2,,
82291,2014CA-MK10-05803,1407745620,33.9838,-119.0509,8,9.7,,
82292,2014CA-MK10-05803,1407746160,33.986,-119.049,6,6.4,,
82293,2014CA-MK10-05803,1407746640,33.9874,-119.0473,7,13.3,,
82294,2014CA-MK10-05803,1407747120,33.9851,-119.0447,7,13.4,,
82295,2014CA-MK10-05803,1407747540,33.9847,-119.0422,8,8.6,,
82296,2014CA-MK10-05803,1407748020,33.983,-119.0376,4,1.3,,
82297,2014CA-MK10-05803,1407748560,33.9835,-119.0345,8,8.6,,
82298,2014CA-MK10-05803,1407749220,33.9817,-119.036,7,14.3,,
82299,2014CA-MK10-05803,1407749760,33.9812,-119.0417,9,10.8,,
82300,2014CA-MK10-05803,1407750240,33.9826,-119.0391,7,20.7,,
82301,2014CA-MK10-05803,1407751020,33.9853,-119.0391,5,0.8,,
82302,2014CA-MK10-05803,1407751800,33.986,-119.0439,7,7.6,,
82303,2014CA-MK10-05803,1407752400,33.9899,-119.0552,7,21,,
82304,2014CA-MK10-05803,1407752940,33.9914,-119.0672,10,12.6,,
82305,2014CA-MK10-05803,1407753480,33.9924,-119.0617,7,7.7,,
82306,2014CA-MK10-05803,1407754020,33.991,-119.0568,10,8,,
82307,2014CA-MK10-05803,1407754440,33.9891,-119.0536,9,11.6,,
82308,2014CA-MK10-05803,1407754860,33.9868,-119.053,8,7.1,,
82309,2014CA-MK10-05803,1407755280,33.9886,-119.0489,5,3.8,,
82310,2014CA-MK10-05803,1407755760,33.9871,-119.0446,9,17.2,,
82311,2014CA-MK10-05803,1407756240,33.9858,-119.0436,8,7.6,,
82312,2014CA-MK10-05803,1407757020,33.9845,-119.0433,10,14.3,,
82313,2014CA-MK10-05803,1407757560,33.9843,-119.0393,8,12.6,,
82314,2014CA-MK10-05803,1407757980,33.9865,-119.0375,9,6.3,,
82315,2014CA-MK10-05803,1407758580,33.9856,-119.0367,11,11.2,,
82316,2014CA-MK10-05803,1407759240,33.9838,-119.038,9,5.3,,
82317,2014CA-MK10-05803,1407759960,33.9843,-119.0372,9,9.5,,
82318,2014CA-MK10-05803,1407760620,33.9844,-119.039,8,2.9,,
82319,2014CA-MK10-05803,1407761460,33.9848,-119.0426,7,6.4,,
82320,2014CA-MK10-05803,1407762000,33.9864,-119.0491,10,18.8,,
82321,2014CA-MK10-05803,1407762660,33.9969,-119.0535,9,8.8,,
82322,2014CA-MK10-05803,1407763740,34.0171,-119.0568,9,11.3,,
82323,2014CA-MK10-05803,1407764160,34.0259,-119.0548,9,13.5,,
82324,2014CA-MK10-05803,1407764580,34.0342,-119.0541,8,14,,
82325,2014CA-MK10-05803,1407765000,34.0418,-119.0566,11,8.3,,
82326,2014CA-MK10-05803,1407765720,34.0482,-119.0704,10,3.2,,
82327,2014CA-MK10-05803,1407766260,34.0494,-119.0856,11,9,,
82328,2014CA-MK10-05803,1407766680,34.0493,-119.0986,11,10.9,,
82329,2014CA-MK10-05803,1407767100,34.052,-119.1086,10,10.2,,
82330,2014CA-MK10-05803,1407767580,34.0521,-119.1072,7,5.9,,
82331,2014CA-MK10-05803,1407768120,34.0531,-119.1064,5,1.8,,
82332,2014CA-MK10-05803,1407768600,34.0542,-119.1058,7,8.5,,
82333,2014CA-MK10-05803,1407769080,34.0534,-119.1052,9,4.4,,
82334,2014CA-MK10-05803,1407769920,34.0551,-119.1047,9,15.4,,
82335,2014CA-MK10-05803,1407770460,34.056,-119.1013,10,2.6,,
82336,2014CA-MK10-05803,1407770880,34.054,-119.1063,9,11.6,,
82337,2014CA-MK10-05803,1407771360,34.0557,-119.1049,9,6.8,,
82338,2014CA-MK10-05803,1407771840,34.0583,-119.1062,11,7.4,,
82339,2014CA-MK10-05803,1407772320,34.0613,-119.1099,11,11.4,,
82340,2014CA-MK10-05803,1407772740,34.0662,-119.1157,9,13.9,,
82341,2014CA-MK10-05803,1407773220,34.0587,-119.1097,11,14.4,,
82342,2014CA-MK10-05803,1407773700,34.0575,-119.1015,11,14.1,,
82343,2014CA-MK10-05803,1407774120,34.0587,-119.0994,11,15.4,,
82344,2014CA-MK10-05803,1407774720,34.0609,-119.0966,11,7.7,,
82345,2014CA-MK10-05803,1407775140,34.0589,-119.0982,9,9.9,,
82346,2014CA-MK10-05803,1407775560,34.0597,-119.0907,8,11.1,,
82347,2014CA-MK10-05803,1407776040,34.0578,-119.0875,9,4,,
82348,2014CA-MK10-05803,1407776700,34.0605,-119.0974,8,3.9,,
82349,2014CA-MK10-05803,1407777120,34.0566,-119.0966,11,15.1,,
82350,2014CA-MK10-05803,1407777600,34.0609,-119.0923,9,8,,
82351,2014CA-MK10-05803,1407778020,34.0658,-119.0955,10,14,,
82352,2014CA-MK10-05803,1407778500,34.0698,-119.1009,10,17.5,,
82353,2014CA-MK10-05803,1407778920,34.0692,-119.1078,11,10.2,,
82354,2014CA-MK10-05803,1407779340,34.0685,-119.1119,8,4.3,,
82355,2014CA-MK10-05803,1407779940,34.0718,-119.1199,10,12.4,,
82356,2014CA-MK10-05803,1407780480,34.0652,-119.1295,6,2.9,,
82357,2014CA-MK10-05803,1407780900,34.0648,-119.1364,8,8.3,,
82358,2014CA-MK10-05803,1407781320,34.0722,-119.143,7,7,,
82359,2014CA-MK10-05803,1407781920,34.073,-119.1541,5,5.6,,
82360,2014CA-MK10-05803,1407782580,34.0678,-119.167,5,11.8,,
82361,2014CA-MK10-05803,1407783060,34.0662,-119.1754,7,10.6,,
82362,2014CA-MK10-05803,1407783480,34.0624,-119.1845,5,20.3,,
82363,2014CA-MK10-05803,1407783900,34.0596,-119.1937,7,19.7,,
82364,2014CA-MK10-05803,1407784380,34.0582,-119.2056,5,5.5,,
82365,2014CA-MK10-05803,1407784860,34.0575,-119.2149,6,8.4,,
82366,2014CA-MK10-05803,1407785340,34.0558,-119.2258,5,4.4,,
82367,2014CA-MK10-05803,1407785880,34.0555,-119.2382,8,5.3,,
82368,2014CA-MK10-05803,1407786420,34.0557,-119.2494,7,5.3,,
82369,2014CA-MK10-05803,1407786960,34.0558,-119.2634,7,10.5,,
82370,2014CA-MK10-05803,1407787380,34.0544,-119.2719,5,9.4,,
82371,2014CA-MK10-05803,1407787920,34.0504,-119.2836,7,13.6,,
82372,2014CA-MK10-05803,1407788340,34.0479,-119.2921,8,10.4,,
82373,2014CA-MK10-05803,1407788940,34.044,-119.3026,7,9.6,,
82374,2014CA-MK10-05803,1407789360,34.042,-119.3095,7,9,,
82375,2014CA-MK10-05803,1407789780,34.0395,-119.3173,6,11.8,,
82376,2014CA-MK10-05803,1407790200,34.0356,-119.3186,5,3.2,,
82377,2014CA-MK10-05803,1407790740,34.0289,-119.3147,5,4.7,,
82378,2014CA-MK10-05803,1407791160,34.0231,-119.3147,6,8.5,,
82379,2014CA-MK10-05803,1407791580,34.0188,-119.3187,8,16.6,,
82380,2014CA-MK10-05803,1407792000,34.013,-119.3215,7,11.3,,
82381,2014CA-MK10-05803,1407792960,34.0018,-119.3286,6,5.5,,
82382,2014CA-MK10-05803,1407793980,33.9919,-119.3394,6,3.3,,
82383,2014CA-MK10-05803,1407794400,33.9888,-119.3457,5,5.4,,
82384,2014CA-MK10-05803,1407794880,33.9844,-119.3512,7,15.3,,
82385,2014CA-MK10-05803,1407795360,33.9857,-119.3595,7,11.6,,
82386,2014CA-MK10-05803,1407795780,33.9881,-119.3664,6,9,,
82387,2014CA-MK10-05803,1407796200,33.9925,-119.3713,6,3.1,,
82388,2014CA-MK10-05803,1407797220,33.989,-119.3886,7,8.3,,
82389,2014CA-MK10-05803,1407797700,33.9857,-119.3937,8,9.4,,
82390,2014CA-MK10-05803,1407798180,33.9818,-119.3989,7,15.6,,
82391,2014CA-MK10-05803,1407798600,33.9785,-119.4011,10,10.6,,
82392,2014CA-MK10-05803,1407799020,33.9754,-119.4045,7,9.1,,
82393,2014CA-MK10-05803,1407799560,33.9703,-119.4074,6,13,,
82394,2014CA-MK10-05803,1407800040,33.9671,-119.4035,7,10.3,,
82395,2014CA-MK10-05803,1407800940,33.9597,-119.3961,6,1.4,,
82396,2014CA-MK10-05803,1407801360,33.955,-119.3952,8,10.2,,
82397,2014CA-MK10-05803,1407801780,33.9484,-119.3941,6,8,,
82398,2014CA-MK10-05803,1407802260,33.9422,-119.3922,7,11.6,,
82399,2014CA-MK10-05803,1407802680,33.9377,-119.3894,4,0.9,,
82400,2014CA-MK10-05803,1407803100,33.9329,-119.3863,9,19.2,,
82401,2014CA-MK10-05803,1407803520,33.9294,-119.3801,7,15.2,,
82402,2014CA-MK10-05803,1407804000,33.9268,-119.3737,8,10.6,,
82403,2014CA-MK10-05803,1407805260,33.9195,-119.3544,6,9.1,,
82404,2014CA-MK10-05803,1407805680,33.9169,-119.3481,6,4.5,,
82405,2014CA-MK10-05803,1407806100,33.9149,-119.3421,7,6.2,,
82406,2014CA-MK10-05803,1407806520,33.9107,-119.3377,6,18.2,,
82407,2014CA-MK10-05803,1407806940,33.9066,-119.334,7,5,,
82408,2014CA-MK10-05803,1407807480,33.9004,-119.3319,6,4.9,,
82409,2014CA-MK10-05803,1407807900,33.8947,-119.3344,7,20.2,,
82410,2014CA-MK10-05803,1407808920,33.8797,-119.3374,6,3.5,,
82411,2014CA-MK10-05803,1407809340,33.8742,-119.3354,10,11.9,,
82412,2014CA-MK10-05803,1407810300,33.8592,-119.337,7,15.3,,
82413,2014CA-MK10-05803,1407810720,33.8546,-119.3339,6,10.3,,
82414,2014CA-MK10-05803,1407811140,33.8516,-119.3293,7,7.7,,
82415,2014CA-MK10-05803,1407811860,33.8415,-119.3307,7,13.4,,
82416,2014CA-MK10-05803,1407812460,33.8315,-119.3351,8,7.5,,
82417,2014CA-MK10-05803,1407813180,33.8205,-119.3407,8,14.8,,
82418,2014CA-MK10-05803,1407814560,33.8024,-119.3405,6,5.1,,
82419,2014CA-MK10-05803,1407814980,33.7994,-119.3382,8,13.2,,
82420,2014CA-MK10-05803,1407815820,33.7931,-119.3318,9,6.8,,
82421,2014CA-MK10-05803,1407816240,33.7905,-119.3272,8,10.7,,
82422,2014CA-MK10-05803,1407816660,33.7882,-119.3226,7,3.8,,
82423,2014CA-MK10-05803,1407817080,33.7863,-119.3187,9,21.7,,
82424,2014CA-MK10-05803,1407817500,33.7844,-119.3137,8,7,,
82425,2014CA-MK10-05803,1407817920,33.7822,-119.3094,5,9.4,,
82426,2014CA-MK10-05803,1407818340,33.7791,-119.3049,6,5.7,,
82427,2014CA-MK10-05803,1407818760,33.7755,-119.3027,6,0.9,,
82428,2014CA-MK10-05803,1407819180,33.7716,-119.2994,10,8.3,,
82429,2014CA-MK10-05803,1407819600,33.7681,-119.2957,7,2.4,,
82430,2014CA-MK10-05803,1407820440,33.762,-119.2891,7,16.1,,
82431,2014CA-MK10-05803,1407820920,33.7588,-119.2858,7,9.1,,
82432,2014CA-MK10-05803,1407821520,33.7589,-119.2804,7,9.7,,
82433,2014CA-MK10-05803,1407822480,33.7542,-119.2746,8,9.4,,
82434,2014CA-MK10-05803,1407822900,33.7497,-119.2722,7,7.9,,
82435,2014CA-MK10-05803,1407823320,33.7467,-119.2701,8,6.4,,
82436,2014CA-MK10-05803,1407823860,33.7429,-119.266,6,4.9,,
82437,2014CA-MK10-05803,1407824280,33.7405,-119.2676,9,13.2,,
82438,2014CA-MK10-05803,1407824880,33.7329,-119.2735,9,10.7,,
82439,2014CA-MK10-05803,1407825420,33.7248,-119.2783,8,7.7,,
82440,2014CA-MK10-05803,1407826200,33.7166,-119.2887,9,7.4,,
82441,2014CA-MK10-05803,1407826680,33.7121,-119.2901,7,4.2,,
82442,2014CA-MK10-05803,1407827100,33.7108,-119.2845,6,0.8,,
82443,2014CA-MK10-05803,1407827580,33.7016,-119.2887,7,5.6,,
82444,2014CA-MK10-05803,1407828480,33.6903,-119.2922,6,7.6,,
82445,2014CA-MK10-05803,1407829200,33.6818,-119.2996,8,14.5,,
82446,2014CA-MK10-05803,1407830220,33.6742,-119.3123,7,10.4,,
82447,2014CA-MK10-05803,1407830700,33.6725,-119.3193,5,0.9,,
82448,2014CA-MK10-05803,1407831360,33.672,-119.3295,9,11.6,,
82449,2014CA-MK10-05803,1407831780,33.6729,-119.3362,6,11.9,,
82450,2014CA-MK10-05803,1407832320,33.6741,-119.3447,9,11.5,,
82451,2014CA-MK10-05803,1407832800,33.6744,-119.3516,9,14.3,,
82452,2014CA-MK10-05803,1407833280,33.6712,-119.3561,4,0.2,,
82453,2014CA-MK10-05803,1407833880,33.6738,-119.3656,7,10.8,,
82454,2014CA-MK10-05803,1407834300,33.6731,-119.3699,6,10.2,,
82455,2014CA-MK10-05803,1407835140,33.6724,-119.3821,7,12.9,,
82456,2014CA-MK10-05803,1407835620,33.6719,-119.3876,5,5,,
82457,2014CA-MK10-05803,1407836040,33.671,-119.392,7,8.8,,
82458,2014CA-MK10-05803,1407836580,33.6691,-119.3982,5,10.8,,
82459,2014CA-MK10-05803,1407837000,33.6678,-119.4025,7,10.6,,
82460,2014CA-MK10-05803,1407837540,33.665,-119.4073,6,2.8,,
82461,2014CA-MK10-05803,1407838020,33.6642,-119.4124,6,10.8,,
82462,2014CA-MK10-05803,1407838920,33.6668,-119.4263,8,5.8,,
82463,2014CA-MK10-05803,1407839340,33.667,-119.4318,7,8.7,,
82464,2014CA-MK10-05803,1407839820,33.6666,-119.4379,8,15.8,,
82465,2014CA-MK10-05803,1407840420,33.6679,-119.4466,7,9.8,,
82466,2014CA-MK10-05803,1407840900,33.6683,-119.4531,7,8.2,,
82467,2014CA-MK10-05803,1407841440,33.6698,-119.4607,6,4.5,,
82468,2014CA-MK10-05803,1407842100,33.6718,-119.4695,7,9,,
82469,2014CA-MK10-05803,1407842520,33.6722,-119.4753,6,9.9,,
82470,2014CA-MK10-05803,1407842940,33.6731,-119.4818,9,16.1,,
82471,2014CA-MK10-05803,1407843360,33.6738,-119.486,6,5.2,,
82472,2014CA-MK10-05803,1407843780,33.6756,-119.4912,6,9.7,,
82473,2014CA-MK10-05803,1407844380,33.6787,-119.5006,8,12.2,,
82474,2014CA-MK10-05803,1407844860,33.6811,-119.5074,7,2.1,,
82475,2014CA-MK10-05803,1407846840,33.6919,-119.5383,10,11.6,,
82476,2014CA-MK10-05803,1407847320,33.6951,-119.5441,7,8.1,,
82477,2014CA-MK10-05803,1407847800,33.6995,-119.5539,9,5.2,,
82478,2014CA-MK10-05803,1407848220,33.703,-119.5572,8,6.5,,
82479,2014CA-MK10-05803,1407848640,33.7076,-119.5621,9,8.2,,
82480,2014CA-MK10-05803,1407849360,33.7141,-119.5743,9,7.8,,
82481,2014CA-MK10-05803,1407849840,33.7206,-119.5797,10,6.1,,
82482,2014CA-MK10-05803,1407850440,33.7299,-119.5865,8,6.3,,
82483,2014CA-MK10-05803,1407851280,33.7427,-119.5975,10,9,,
82484,2014CA-MK10-05803,1407851760,33.7495,-119.6027,11,10,,
82485,2014CA-MK10-05803,1407852300,33.7575,-119.6082,10,10.2,,
82486,2014CA-MK10-05803,1407852780,33.7644,-119.612,9,11.5,,
82487,2014CA-MK10-05803,1407853800,33.7785,-119.6225,11,7.3,,
82488,2014CA-MK10-05803,1407854340,33.7861,-119.628,9,6.7,,
82489,2014CA-MK10-05803,1407855060,33.7972,-119.6336,9,6.3,,
82490,2014CA-MK10-05803,1407855660,33.8062,-119.6403,9,10.7,,
82491,2014CA-MK10-05803,1407856200,33.8142,-119.646,10,12,,
82492,2014CA-MK10-05803,1407856800,33.8212,-119.6526,9,3.1,,
82493,2014CA-MK10-05803,1407857340,33.8283,-119.6596,10,8.5,,
82494,2014CA-MK10-05803,1407857880,33.8354,-119.667,11,5.9,,
82495,2014CA-MK10-05803,1407858360,33.8422,-119.675,10,11.1,,
82496,2014CA-MK10-05803,1407858900,33.8483,-119.6839,10,13.2,,
82497,2014CA-MK10-05803,1407859380,33.8538,-119.6902,8,2,,
82498,2014CA-MK10-05803,1407859860,33.8618,-119.6936,11,14.5,,
82499,2014CA-MK10-05803,1407860340,33.8678,-119.6996,9,10.8,,
82500,2014CA-MK10-05803,1407860940,33.8748,-119.7086,10,16.3,,
82501,2014CA-MK10-05803,1407861540,33.8831,-119.715,9,14.4,,
82502,2014CA-MK10-05803,1407862080,33.8923,-119.7209,9,5.5,,
82503,2014CA-MK10-05803,1407862560,33.8995,-119.7253,10,11.8,,
82504,2014CA-MK10-05803,1407863280,33.9105,-119.7347,10,6.8,,
82505,2014CA-MK10-05803,1407864180,33.923,-119.7452,9,6.2,,
82506,2014CA-MK10-05803,1407864840,33.9281,-119.7599,11,6.8,,
82507,2014CA-MK10-05803,1407865440,33.9314,-119.7756,10,9,,
82508,2014CA-MK10-05803,1407866100,33.932,-119.7915,9,17.9,,
82509,2014CA-MK10-05803,1407866700,33.9313,-119.8061,8,5.4,,
82510,2014CA-MK10-05803,1407867240,33.9319,-119.8195,9,0.1,,
82511,2014CA-MK10-05803,1407867840,33.935,-119.8334,9,0.3,,
82512,2014CA-MK10-05803,1407868560,33.9355,-119.8501,9,0.2,,
82513,2014CA-MK10-05803,1407869040,33.9365,-119.8604,7,0,,
82514,2014CA-MK10-05803,1407870060,33.9429,-119.8831,9,11.7,,
82515,2014CA-MK10-05803,1407870540,33.9468,-119.8936,7,9.8,,
82516,2014CA-MK10-05803,1407871140,33.9468,-119.9068,7,6.9,,
82517,2014CA-MK10-05803,1407871800,33.9432,-119.9283,6,6.4,,
82518,2014CA-MK10-05803,1407872400,33.9518,-119.9346,6,7.3,,
82519,2014CA-MK10-05803,1407872880,33.9562,-119.9454,9,9.9,,
82520,2014CA-MK10-05803,1407873300,33.9554,-119.9512,7,12.2,,
82521,2014CA-MK10-05803,1407873720,33.9494,-119.9554,5,13.4,,
82522,2014CA-MK10-05803,1407874320,33.9351,-119.955,5,0.9,,
82523,2014CA-MK10-05803,1407874740,33.9283,-119.9549,8,7.3,,
82524,2014CA-MK10-05803,1407875220,33.9206,-119.9608,6,10.8,,
82525,2014CA-MK10-05803,1407875880,33.9131,-119.9691,7,3.4,,
82526,2014CA-MK10-05803,1407876300,33.9089,-119.9758,7,9.5,,
82527,2014CA-MK10-05803,1407876720,33.9042,-119.9843,6,19.2,,
82528,2014CA-MK10-05803,1407877260,33.8998,-119.9973,5,0.1,,
82529,2014CA-MK10-05803,1407877680,33.8953,-120.0057,8,17.4,,
82530,2014CA-MK10-05803,1407878160,33.8918,-120.0148,8,12.9,,
82531,2014CA-MK10-05803,1407878880,33.8848,-120.0301,7,15.9,,
82532,2014CA-MK10-05803,1407879360,33.8801,-120.0394,7,19.4,,
82533,2014CA-MK10-05803,1407879840,33.8769,-120.0489,8,15.7,,
82534,2014CA-MK10-05803,1407880320,33.8742,-120.0591,4,0.6,,
82535,2014CA-MK10-05803,1407880740,33.8702,-120.0683,7,8,,
82536,2014CA-MK10-05803,1407881340,33.8667,-120.0802,6,5,,
82537,2014CA-MK10-05803,1407881760,33.8644,-120.0894,8,7.8,,
